"","u","s","m","l","u.r","s.r","m.r","l.r","x","y","z","h.theta","h.phi","r.vec","r.max","r.achieved"
"MVZ22727","0.09871695617257238","0.1892299124356261","0.3191538474723632","0.3928992839194383","-0.15128304382742763","-0.060770087564373895","0.06915384747236321","0.14289928391943835","0.1247215090921737","0.019862098654814433","-0.15128304382742763","0.15792544835921218","-0.8751850868515106","0.19706982808866033","0.3256641046855569","0.6051321753097105"
"MVZ22729","0.09369811586664732","0.1931156280327161","0.32234530666061045","0.39084094944002606","-0.15630188413335266","-0.0568843719672839","0.07234530666061047","0.14084094944002612","0.12108153666892825","0.021472724298643074","-0.15630188413335266","0.1755162253030044","-0.9041858964271418","0.1988770861475765","0.31809771080222515","0.6252075365334107"
"MVZ64579","0.12082907053878891","0.20188909779780775","0.31269020803214265","0.3645916236312607","-0.1291709294612111","-0.048110902202192246","0.06269020803214266","0.1145916236312607","0.09963454203848952","0.020824186743189373","-0.1291709294612111","0.20603969618420748","-0.9034117026314011","0.1644561270935441","0.3182916771202162","0.5166837178448443"
"MVZ64581","0.10822472126781607","0.18608898203308033","0.3123984129373209","0.39328788376178275","-0.14177527873218393","-0.06391101796691964","0.06239841293732089","0.1432878837617827","0.12688289612509904","0.016058380886816905","-0.14177527873218393","0.12589133109528539","-0.8368239267620837","0.19093813287394218","0.336691513819253","0.5671011149287356"
"MVZ64583","0.1047136845421273","0.18856542138901","0.3113870776729999","0.39533381639586285","-0.14528631545787268","-0.061434578610989964","0.06138707767299989","0.14533381639586276","0.12661926567525658","0.01374435891277044","-0.14528631545787268","0.10812536972104313","-0.8510411441219654","0.1932083313456973","0.3324613380427424","0.5811452618314907"
"MVZ64587","0.1064006300231461","0.18898727124965745","0.3112468505996054","0.39336524812759116","-0.14359936997685388","-0.06101272875034256","0.06124685059960542","0.14336524812759108","0.125155439503319","0.014192050935575863","-0.1435993699768539","0.11291308198435118","-0.8507525278489374","0.19101329117309165","0.33254548958654934","0.5743974799074156"
"MVZ64590","0.10761496917803912","0.18872509581263713","0.3182972243051971","0.38536271070412664","-0.14238503082196088","-0.061274904187362846","0.06829722430519707","0.13536271070412667","0.12041545518051307","0.022099435246803238","-0.14238503082196088","0.1815067192142946","-0.8606244382746638","0.18778115956274355","0.32970663853973925","0.5695401232878435"
"MVZ64592","0.1084549748173575","0.19289620759901546","0.3125966340200391","0.38605218356358784","-0.14154502518264248","-0.057103792400984496","0.06259663402003915","0.1360521835635879","0.11828339547062354","0.016350033017599724","-0.1415450251826425","0.13735721738878973","-0.8700267458571324","0.1851844469108878","0.32707692600275995","0.56618010073057"
"MVZ64593","0.11678705439976195","0.19786484257794434","0.3146809129784848","0.3706671900438089","-0.13321294560023803","-0.052135157422055635","0.06468091297848476","0.12066719004380891","0.1058193944116225","0.021506579682753834","-0.13321294560023805","0.20050759656866562","-0.8896237227999181","0.1714816785513401","0.3218187199800079","0.5328517824009521"
"MVZ162699","0.1337497976960476","0.20724523477593304","0.30317129368794027","0.3558336738400791","-0.11625020230395239","-0.04275476522406698","0.053171293687940276","0.1058336738400791","0.09099146434594725","0.015296020315089679","-0.11625020230395239","0.16654674297252386","-0.899906652632821","0.1484167253277382","0.31917519794864946","0.46500080921580955"
"MVZ162700","0.12365087701814542","0.19803117794406302","0.3154013373569243","0.36291660768086725","-0.12634912298185458","-0.051968822055937","0.06540133735692434","0.11291660768086725","0.1009712922186746","0.024697432886904184","-0.12634912298185458","0.23988853156050124","-0.882364137193905","0.16361315937844342","0.323732281469695","0.5053964919274183"
"MVZ162701","0.13208765231128963","0.20002948128115353","0.30843288022144083","0.35944998618611596","-0.11791234768871037","-0.04997051871884645","0.058432880221440824","0.10944998618611604","0.09762472288850527","0.020289118455106614","-0.11791234768871037","0.2049107088784569","-0.8688420929162765","0.15442006535488226","0.32740435667211165","0.4716493907548414"
"MVZ162702","0.13060380361849158","0.19999975448749463","0.30218918263639405","0.36720725925761966","-0.11939619638150842","-0.05000024551250537","0.05218918263639407","0.11720725925761974","0.10239326696269768","0.013142057365543513","-0.11939619638150842","0.12765094665940815","-0.8578714414820126","0.15783708848513786","0.3304901941365006","0.4775847855260336"
"MVZ162703","0.11400611242385783","0.19925096154616664","0.31257273760015475","0.3741701884298208","-0.13599388757614217","-0.05074903845383338","0.06257273760015475","0.12417018842982085","0.1071157130167686","0.018287310559208243","-0.13599388757614217","0.1690945313493189","-0.8966365644496713","0.17407624525090165","0.3200074803976712","0.5439755503045687"
"MVZ162704","0.12200196073844055","0.1972702990709417","0.30944518330091453","0.37128255688970324","-0.12799803926155945","-0.052729700929058244","0.059445183300914535","0.12128255688970317","0.10656031016139951","0.01779699756121565","-0.12799803926155945","0.16548600102308042","-0.8697689290308037","0.16749725633183157","0.3271480901155776","0.5119921570462378"
"MVZ162708","0.13474714047248523","0.2015470317874651","0.30270336497183525","0.36100246276821435","-0.11525285952751477","-0.04845296821253486","0.052703364971835254","0.11100246276821438","0.09764611065460406","0.015152320882878254","-0.11525285952751477","0.1539480464995023","-0.8620370750867709","0.151814285834298","0.329306983047251","0.46101143811005907"
"MVZ162711","0.12230291613371487","0.2001358073059619","0.3111769690682949","0.3663843074920284","-0.12769708386628514","-0.04986419269403809","0.06117696906829493","0.11638430749202833","0.10180599898971422","0.019740237551147753","-0.12769708386628514","0.19152386859006754","-0.8887237793379099","0.16450131803977286","0.3220537874851284","0.5107883354651406"
"MVZ165405","0.13713035472416374","0.19833057103363746","0.3059087787664418","0.358630295475757","-0.11286964527583626","-0.051669428966362514","0.05590877876644179","0.10863029547575699","0.09816313269798539","0.01939476910808216","-0.11286964527583626","0.19506459025846593","-0.8454809770982914","0.15083671474323224","0.33409495169097553","0.45147858110334504"
"MVZ165406","0.13107936506660545","0.2009174806001668","0.3036439376246007","0.36435921670862703","-0.11892063493339455","-0.049082519399833206","0.053643937624600666","0.1143592167086271","0.10008721403508711","0.014853194403648393","-0.11892063493339455","0.14732725133271557","-0.8658103893197754","0.15614155503984073","0.3282473961043283","0.4756825397335782"
"MVZ165408","0.11587464456759528","0.1942175655145513","0.3129072178262878","0.3770005720915657","-0.13412535543240472","-0.055782434485448715","0.06290721782628782","0.12700057209156565","0.11193127494136673","0.019302706288166386","-0.13412535543240472","0.1707717430836197","-0.8681363922976267","0.17575783268439546","0.3275999383520223","0.5365014217296189"
"MVZ165409","0.13089481053405874","0.21130140861985147","0.308636716892928","0.34916706395316177","-0.11910518946594127","-0.03869859138014853","0.05863671689292799","0.09916706395316183","0.08442512715525614","0.02008358663931992","-0.11910518946594126","0.23354550439903088","-0.941126886362622","0.1473668846966577","0.3093208729137659","0.47642075786376503"
"MVZ165410","0.12753868142409544","0.20084933851658326","0.30669744759272316","0.36491453246659816","-0.12246131857590456","-0.04915066148341676","0.056697447592723195","0.11491453246659815","0.10046900243207353","0.016840110104141062","-0.12246131857590456","0.16607122114961095","-0.8769287611666358","0.15929339065185594","0.3251912369233595","0.48984527430361824"
"MVZ165411","0.1190646609521377","0.20018173015116292","0.31328172839747154","0.3674718804992278","-0.1309353390478623","-0.04981826984883707","0.06328172839747152","0.11747188049922784","0.10244387683656019","0.020827775843734547","-0.1309353390478623","0.20057538481909967","-0.8970275457526887","0.16754882022706044","0.31990756171222495","0.5237413561914492"
"MVZ165415","0.12430182436867884","0.1973911833524163","0.3096826041200041","0.36862438815890075","-0.12569817563132113","-0.052608816647583746","0.05968260412000411","0.11862438815890078","0.10485849469934373","0.018861944952348213","-0.12569817563132116","0.1779766918590657","-0.8676988160145291","0.16477593342184463","0.32772141002495625","0.5027927025252845"
"MVZ165416","0.1297852456234223","0.20957035165472443","0.3096262297528917","0.35101817296896154","-0.12021475437657769","-0.04042964834527556","0.05962622975289172","0.10101817296896155","0.08661874686206289","0.020740833083108565","-0.12021475437657769","0.23502458818262975","-0.9331435230009889","0.14961476075159297","0.311140594861839","0.4808590175063107"
"MVZ165417","0.11965959834454414","0.19867816278533615","0.31283335943070745","0.3688288794394122","-0.13034040165545582","-0.051321837214663886","0.06283335943070745","0.11882887943941227","0.10419560879284159","0.02056255087070184","-0.13034040165545585","0.19484200902316504","-0.8870782337086153","0.16813138818711587","0.32248517353728395","0.5213616066218233"
"MVZ165419","0.12384089750862617","0.1914343133369713","0.306186660117642","0.37853812903676043","-0.12615910249137383","-0.058565686663028665","0.05618666011764204","0.12853812903676048","0.11457721934805694","0.014990974132083076","-0.12615910249137383","0.1300983014864873","-0.8292458847872872","0.17108123111665552","0.3390188019297959","0.5046364099654953"
"MVZ166913","0.14770676552211146","0.20745460735110915","0.30292855473759245","0.3419100723891869","-0.10229323447788853","-0.04254539264889086","0.052928554737592476","0.09191007238918694","0.08233682061797844","0.01997309007562223","-0.10229323447788854","0.23798101681670905","-0.8790636017515797","0.13282387653051828","0.3246154968323667","0.4091729379115542"
"MVZ166915","0.13185612007183833","0.21004888726982618","0.30653061473480825","0.35156437792352724","-0.11814387992816167","-0.039951112730173814","0.056530614734808256","0.10156437792352724","0.08666018570029235","0.018189602208994436","-0.11814387992816167","0.20689231813868972","-0.927616742278007","0.14764425413340843","0.3124246770615302","0.4725755197126466"
"MVZ160767","0.11836788501311296","0.20018168058231964","0.3125292959365312","0.36892113846803615","-0.13163211498688704","-0.04981831941768033","0.06252929593653124","0.11892113846803615","0.10333139282346414","0.019783353204734892","-0.13163211498688704","0.1891662620100784","-0.8965073235434026","0.16851044923915373","0.32004053352774214","0.5265284599475482"
"MVZ160768","0.13630504885594855","0.2029233766277666","0.30315199732087345","0.3576195771954114","-0.11369495114405144","-0.04707662337223338","0.05315199732087347","0.10761957719541138","0.09473168913449379","0.016178971138482247","-0.11369495114405145","0.16915526130694933","-0.8690525904094271","0.1488703931244304","0.3273460950253888","0.45477980457620576"
"MVZ160769","0.12647613074208067","0.20660600850843894","0.31000987845660866","0.3569079822928718","-0.12352386925791932","-0.043393991491561104","0.06000987845660868","0.10690798229287178","0.0920407857762586","0.019977805196935098","-0.12352386925791933","0.21373841696602136","-0.9193583906391808","0.15533436587968988","0.3143812746736217","0.4940954770316773"
"MVZ160772","0.11739176494560279","0.19696615516896052","0.3104707969620014","0.37517128292343527","-0.13260823505439723","-0.053033844831039435","0.06047079696200142","0.12517128292343527","0.10912790813648791","0.01725487476930716","-0.13260823505439723","0.15681780833249806","-0.8761614837898818","0.1726023610550924","0.3253990240204336","0.5304329402175889"
"MVZ160773","0.11163080065096279","0.19988376373021766","0.31560874943090583","0.3728766861879137","-0.13836919934903721","-0.050116236269782316","0.06560874943090583","0.12287668618791374","0.10593609728355305","0.020667687858115097","-0.13836919934903721","0.19267556835380348","-0.9083458427251258","0.17548688087023626","0.31706275980460336","0.5534767973961489"
"MVZ160777","0.1328569889143376","0.1987312278867927","0.3040833498349052","0.3643284333639644","-0.11714301108566241","-0.05126877211320731","0.05408334983490524","0.1143284333639645","0.10140716406247265","0.01594774637267734","-0.11714301108566241","0.155986905013636","-0.8512252479979758","0.1557569535647642","0.33240769577551843","0.46857204434264965"
"MVZ164441","0.12264915205428208","0.19714699032371347","0.31019977764660644","0.3700040799753981","-0.12735084794571794","-0.05285300967628654","0.060199777646606466","0.12000407997539804","0.10585291701728838","0.01882618241361961","-0.12735084794571794","0.1760118422095003","-0.8696587693017714","0.16666584430480408","0.3271785131258878","0.5094033917828718"
"MVZ164443","0.12151756610185062","0.19669845522953272","0.3107705009767317","0.371013477691885","-0.1284824338981494","-0.0533015447704673","0.060770500976731735","0.12101347769188499","0.10674571488363778","0.019031449868759175","-0.1284824338981494","0.17643389892834202","-0.8698422390414153","0.16812072909227557","0.32712784929328986","0.5139297355925976"
"MVZ164445","0.12424480633801353","0.2003222975935457","0.31052739308153476","0.36490550298690605","-0.12575519366198645","-0.04967770240645429","0.06052739308153478","0.11490550298690598","0.10078621836135326","0.019737820039336343","-0.12575519366198645","0.19339091701810157","-0.8859718762503968","0.16236321037861787","0.3227763515179918","0.5030207746479458"
"MVZ164447","0.1149351589538705","0.21549094285097672","0.31691931093367154","0.3526545872614813","-0.13506484104612948","-0.03450905714902327","0.06691931093367154","0.10265458726148122","0.08399523501657251","0.02322601532849467","-0.13506484104612948","0.2697749545316378","-0.9977848782962054","0.1607394120318503","0.29752267649164155","0.540259364184518"
"MVZ164450","0.129348028365531","0.20879848724702407","0.30557774682357086","0.35627573756387404","-0.120651971634469","-0.041201512752975886","0.05557774682357087","0.10627573756387403","0.09031100298624778","0.01629218883989408","-0.120651971634469","0.17848125766248538","-0.9205408819749875","0.1515863151371572","0.314098296703364","0.482607886537876"
"MVZ164452","0.12165442029015644","0.2213443839546133","0.31358825925592804","0.34341293649930216","-0.12834557970984356","-0.028655616045386703","0.06358825925592805","0.09341293649930223","0.07475141684365122","0.02206851911149797","-0.12834557970984356","0.28707071851568455","-1.0250452840671431","0.15015785589493366","0.2924873926986852","0.5133823188393742"
"MVZ164454","0.1200831232479337","0.20655123369478223","0.3122592328633248","0.3611064101939593","-0.12991687675206628","-0.043448766305217774","0.06225923286332481","0.11110641019395928","0.09464532988219446","0.02010333635271247","-0.1299168767520663","0.2092964676773148","-0.9306576138097683","0.16198851029017858","0.31171567994071675","0.5196675070082653"
"MVZ164457","0.11840790052796897","0.21079745162082555","0.3127217735552697","0.3580728742959358","-0.13159209947203104","-0.039202548379174446","0.06272177355526973","0.1080728742959358","0.09018740930168492","0.020001654169843508","-0.13159209947203104","0.21824633781618813","-0.9587237194980027","0.16078033340410938","0.3054521017013679","0.5263683978881242"
"MVZ33529","0.12906056276320038","0.2150550852662098","0.30802247548651696","0.3478618764840729","-0.12093943723679962","-0.03494491473379018","0.05802247548651697","0.09786187648407282","0.08132721821502564","0.01878358072510661","-0.12093943723679962","0.22698284045376116","-0.9667014259769201","0.14694654404444082","0.3037605999371389","0.4837577489471985"
"MVZ46851","0.11745107693561092","0.2062634729600651","0.31288871431473075","0.3633967357895933","-0.1325489230643891","-0.043736527039934935","0.06288871431473078","0.11339673578959326","0.0962240788877456","0.019840433359172682","-0.1325489230643891","0.2033402418722267","-0.9329365590840161","0.16499070628130605","0.31118831912568146","0.5301956922575564"
"MVZ46853","0.12518723368277968","0.20290723556439835","0.30834951382959","0.3635560169232319","-0.12481276631722032","-0.047092764435601606","0.05834951382959004","0.11355601692323189","0.09837688553227003","0.017761028640982834","-0.12481276631722032","0.1786165890476178","-0.8954835194814597","0.15991151422324854","0.3203028002296302","0.49925106526888124"
"MVZ65511","0.12502138081493","0.2022659955717401","0.3084100218204415","0.36430260179288837","-0.12497861918507","-0.047734004428259896","0.058410021820441534","0.11430260179288837","0.09922675122352492","0.017766569213185545","-0.12497861918507","0.17717278958093982","-0.892058457674334","0.1605654209143082","0.3211857795383","0.49991447674028006"
"MVZ65513","0.1267355724459805","0.19098867326688423","0.3062548492834011","0.37602090500373425","-0.1232644275540195","-0.05901132673311576","0.0562548492834011","0.1260209050037342","0.1133086384309235","0.016086721803117585","-0.1232644275540195","0.14103009375303724","-0.8224833993650752","0.16820151385068083","0.3411396077286126","0.4930577102160781"
"MVZ82381","0.11475245627704973","0.2116967660359921","0.31683374998169855","0.35671702770525954","-0.13524754372295028","-0.038303233964007935","0.06683374998169857","0.10671702770525965","0.08880641086365085","0.023070669083616907","-0.13524754372295028","0.2541676705589994","-0.9747030671167651","0.16343418389535486","0.30210194469435964","0.5409901748918011"
"MVZ133192","0.1288231939654452","0.2191815292655112","0.31039345626447734","0.34160182050456633","-0.1211768060345548","-0.030818470734488814","0.06039345626447735","0.09160182050456629","0.07496681192464866","0.021214463061077334","-0.1211768060345548","0.27577429239937096","-0.9993927536320192","0.14406212081547176","0.2972147177538063","0.4847072241382192"
"MVZ134098","0.13575289995558976","0.22639825340280667","0.30630535140517057","0.33154349523643295","-0.11424710004441023","-0.023601746597193354","0.05630535140517057","0.08154349523643303","0.06438804784348111","0.019328394107381214","-0.11424710004441024","0.2916274789106633","-1.0389268532650546","0.1325586941412073","0.2900701507733653","0.4569884001776409"
"MVZ134099","0.1306957546144875","0.20731654112903863","0.30546744144831156","0.3565202628081623","-0.11930424538551247","-0.04268345887096137","0.05546744144831155","0.10652026280816229","0.09136824645952236","0.016651685506533422","-0.11930424538551249","0.18026958871180823","-0.9093301126129321","0.15119172615690019","0.3168196690493881","0.4772169815420499"
"MVZ134250","0.13129683176965676","0.20997043995739895","0.3062743233161453","0.35245840495679903","-0.11870316823034324","-0.04002956004260099","0.056274323316145285","0.10245840495679896","0.08725570218401972","0.01772002583329422","-0.11870316823034324","0.20035685365092737","-0.927244255273781","0.1483846320448318","0.3125119452517302","0.47481267292137297"
"MVZ57430","0.1317992058401893","0.2144952579098738","0.30635295492912934","0.3473525813208076","-0.1182007941598107","-0.03550474209012619","0.05635295492912937","0.09735258132080754","0.08135816273717741","0.017981043309412168","-0.11820079415981069","0.2175143611592418","-0.9567795171223541","0.14461637632880286","0.3058701452827753","0.4728031766392428"
"MVZ57431","0.1419415124838369","0.21458773226932426","0.3000890675076252","0.34338168773921357","-0.1080584875161631","-0.03541226773067573","0.05008906750762522","0.09338168773921363","0.07886986821399185","0.01492303430320841","-0.1080584875161631","0.1870001760101796","-0.9318988353176488","0.134609768550384","0.3114280322733775","0.4322339500646524"
"MVZ57432","0.13121123232503223","0.21621983871128198","0.3056934179973246","0.3468755109663612","-0.11878876767496777","-0.033780161288718004","0.055693417997324614","0.0968755109663612","0.08000993225631431","0.017073618724166167","-0.11878876767496777","0.2102403636258809","-0.9676858458726944","0.14423546388366373","0.3035545083654789","0.47515507069987106"
"MVZ57441","0.13458553156016115","0.21490864708408308","0.301951808752854","0.3485540126029018","-0.11541446843983885","-0.03509135291591691","0.051951808752853997","0.09855401260290178","0.08184073800221375","0.014298037755649121","-0.11541446843983885","0.1729600301317875","-0.9468765253809273","0.14220703149162323","0.30803553794849886","0.4616578737593554"
"MVZ67608","0.13517225841068117","0.22148732804089347","0.30497852645343165","0.3383618870949938","-0.11482774158931883","-0.028512671959106558","0.054978526453431646","0.08836188709499376","0.07157075839883137","0.0177157959392263","-0.11482774158931883","0.2426511102042211","-0.9999956781650104","0.13646110479564344","0.2970996009041445","0.4593109663572753"
"MVZ67701","0.13276661348259905","0.20733744762727246","0.30643800098733","0.35345793790279845","-0.11723338651740095","-0.042662552372727515","0.05643800098732999","0.10345793790279849","0.08948016053508753","0.01841327852817225","-0.11723338651740095","0.20294757220132945","-0.908831468709111","0.14862508156391172","0.31694273700319","0.4689335460696038"
"MVZ69178","0.1361001181959492","0.21046601424554473","0.30519767515996293","0.3482361923985432","-0.11389988180405082","-0.039533985754455235","0.05519767515996292","0.09823619239854316","0.08436665956179516","0.01827628621701775","-0.1138998818040508","0.21333290330485444","-0.9222648680006437","0.14291584572215546","0.3136874320203919","0.4555995272162033"
"MVZ69181","0.14369890801834503","0.21470328453872176","0.3024658232965019","0.3391319841464313","-0.10630109198165497","-0.0352967154612782","0.052465823296501915","0.08913198414643127","0.07619670584923341","0.018065297656355894","-0.10630109198165497","0.23278942831731364","-0.9358803338677668","0.13203111420487068","0.31051213055190463","0.42520436792661986"
"MVZ69184","0.13297167424541928","0.20839070245849867","0.30658111480047134","0.3520565084956107","-0.11702832575458072","-0.04160929754150133","0.05658111480047135","0.10205650849561071","0.08797697956914588","0.018637573577775565","-0.11702832575458072","0.20875959177645023","-0.9155965379851327","0.1475904370611361","0.3152878504188955","0.4681133030183229"
"MVZ90359","0.15260184341540475","0.21401974126953732","0.2991556435057293","0.33422277180932863","-0.09739815658459525","-0.0359802587304627","0.04915564350572932","0.08422277180932862","0.07360902258966796","0.017701984786716272","-0.09739815658459525","0.23600504382534493","-0.910050508099163","0.12336145823583927","0.3166421792816314","0.389592626338381"
"MVZ90360","0.1534858390442011","0.21877030447339496","0.2947192021966123","0.33302465428579164","-0.0965141609557989","-0.031229695526605022","0.04471920219661231","0.08302465428579164","0.06996621448345669","0.013308967837527698","-0.0965141609557989","0.18797419705177296","-0.9350642916026941","0.11994741789237177","0.3106990122084383","0.3860566438231956"
"MVZ90361","0.14133463418234285","0.2250684461986044","0.3036086346403099","0.32998828497874283","-0.10866536581765715","-0.024931553801395567","0.053608634640309884","0.07998828497874283","0.06425001722660346","0.018441535101581644","-0.10866536581765715","0.2795135321623677","-1.019319819075681","0.12757866851008814","0.2935127203366893","0.43466146327062855"
"MVZ90362","0.14563538523727898","0.21744778022263436","0.3010247910787179","0.33589204346136875","-0.10436461476272102","-0.032552219777365665","0.05102479107871791","0.08589204346136879","0.07253200197369768","0.017221500263261566","-0.10436461476272102","0.23311650030708891","-0.9505322704094166","0.1282553866167077","0.30722909989248687","0.4174584590508841"
"MVZ90365","0.14405540518841967","0.2199685033264681","0.3019661897613907","0.3340099017237215","-0.10594459481158033","-0.03003149667353189","0.05196618976139072","0.08400990172372151","0.06983580890668052","0.01766139704839467","-0.10594459481158033","0.2477051434280393","-0.9736703535657357","0.12811409883826752","0.3023139100822347","0.4237783792463213"
"MVZ64678","0.1211563982633751","0.20545036067262296","0.31135332246646974","0.3620399185975322","-0.1288436017366249","-0.04454963932737705","0.06135332246646976","0.11203991859753222","0.09589112899100437","0.01952193329631541","-0.1288436017366249","0.20083966389474997","-0.9212359062621024","0.16179273224487323","0.3139324150833682","0.5153744069464995"
